address,sniff_provider,phone_num,times,
"כפר קאסם, אל אמל, ליד בית הספר אל אמל - שבט אלכורום",שירותי בריאות כללית,08-9551111,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה
כפר קיש,שירותי בריאות כללית,04-6765317,"Opening_hours   שעות פעילות  יום א' ימים ב', ה' יום ד' יום ו'   14:30 - 18:30  8:00 - 12:30  8:00 - 12:00  8:00 - 11:00  ערב חג:	08:00 - 11:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
כפר קרע,לאומית שירותי בריאות,04-6358116,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד' יום ו' יום שבת   8:00 - 13:00, 17:00 - 20:00  8:00 - 13:00  9:00 - 12:00  17:00 - 20:00   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת
כפר קרע,שירותי בריאות כללית,04-6352756,"Opening_hours   שעות פעילות  ימים א', ג' ימים ב', ה' יום ד' יום ו'   7:30 - 13:00, 16:00 - 19:00  7:30 - 16:00  7:30 - 13:30  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת  שירותי ביקור בית נגישות לנכים
"כפר קרע, מרכז מסחרי עסאלי / בניין אלעמאר",שירותי בריאות כללית,04-6150600,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה
"כפר קרע, רח' המועצה המקומית",מאוחדת,04-6354047,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ה' ימים ב', ד' יום ג' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 16:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת פיזיותרפיה מרפאת נשים מכון קרדיולוגי מכון סוכרת   עוד פרטים  שירותים סוציאליים
כפר רופין,שירותי בריאות כללית,04-6068201,"Opening_hours   שעות פעילות  יום א' יום ב' יום ג' יום ד' יום ו'   7:00 - 13:00  12:00 - 17:00  7:00 - 10:00  7:00 - 14:00  8:00 - 10:00  
ערב חג:	08:00 - 10:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
"כצנלסון 37, בת ים",מכבי שירותי בריאות,03-5001212,"Opening_hours   שעות פעילות  ימים א', ב', ד' יום ה'   8:00 - 12:00, 16:00 - 18:30  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מכון רנטגן אולטרה סאונד
כרם בן זמרה,שירותי בריאות כללית,04-6980833,Opening_hours ייפתח ביום ה' ב-7:30  שעות פעילות  יום ב' יום ג' יום ה'   8:30 - 15:30  7:30 - 10:30  7:30 - 11:30   צפה בשעות הפעילות, בדיקות מעבדה  נגישות לנכים
"כרם מהר""ל",שירותי בריאות כללית,04-9841225,Opening_hours   שעות פעילות  יום א' יום ג' יום ד' יום ה'   12:30 - 16:30  7:00 - 11:30  7:30 - 10:15  16:30 - 19:00  ערב חג:	08:00 - 12:00  צפה בשעות הפעילות, בדיקות מעבדה  נגישות לנכים
"כרמי יוסף, מרכז מסחרי",שירותי בריאות כללית,08-9145200,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה  שירות מעקב היריון נגישות לנכים
"כרמי צור, דואר נע גוש עציון",שירותי בריאות כללית,02-9960840,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  נגישות לנכים
כרמיה,שירותי בריאות כללית,08-6749830,"Opening_hours ייפתח ביום ה' ב-7:30  שעות פעילות  יום א' יום ג' יום ה' יום ו'   7:00 - 12:30  7:30 - 13:00  7:30 - 11:30, 17:00 - 19:00  7:30 - 10:00   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
"כרמיה 10, חיפה, קרית שפרינצק",שירותי בריאות כללית,04-8591400,"Opening_hours   שעות פעילות  ימים א', ג' יום ב' ימים ד', ו' יום ה'   8:00 - 18:30  8:00 - 13:00, 14:00 - 18:30  8:00 - 12:00  8:00 - 16:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"כרמל 23, רחובות, אחוזת הנשיא",שירותי בריאות כללית,08-6409183,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה
"לאה אמנו 1, מודיעין",מאוחדת,08-9730964,"Opening_hours   שעות פעילות  ימים א', ג', ה', ו' ימים ב', ד'   8:00 - 12:00  8:00 - 12:00, 16:00 - 19:00   צפה בשעות הפעילות", שירות אחיות מוניטור מרפאת נשים  שירותים סוציאליים
"לאה אמנו 1, מודיעין",מכבי שירותי בריאות,08-6866960,"Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   8:00 - 12:30, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה
"לאו פיקרד 10, ירושלים, הר חומה",שירותי בריאות כללית,02-6460600,"Opening_hours   שעות פעילות  יום א' יום ב' יום ג' יום ד' יום ה' יום ו'   7:30 - 12:00, 16:00 - 19:00  7:30 - 12:30, 14:00 - 20:00  7:30 - 14:00  7:30 - 12:30  7:30 - 12:30, 16:00 - 20:00  8:00 - 12:00  חוה""מ:	08:00 - 12:45
ערב חג:	08:00 - 12:00
חג:	00:00 - 01:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט  נגישות לנכים
"לב העיר 14, מודיעין, קניון עזריאלי",שירותי בריאות כללית-מרפאת עזריאלי ראשונית,08-8614420,"Opening_hours   שעות פעילות  ימים א', ג', ה' יום ב' יום ד' יום ו'   7:30 - 13:00, 16:00 - 19:00  7:30 - 14:00  7:30 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  נגישות לנכים
"לבון פנחס 18, נתניה, לב יסמין סניף קרית נורדאו",מאוחדת,09-8640100,"Opening_hours   שעות פעילות  ימים א', ב', ה' ימים ג', ד' יום ו'   8:00 - 12:30, 16:00 - 19:00  8:00 - 12:30  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה פיזיותרפיה מרפאת נשים מכון קרדיולוגי מכון גסטרואנטרולוגי   עוד פרטים  שירותים סוציאליים יועצי תזונה
"לבון פנחס 18, נתניה, קרית נורדאו",לאומית שירותי בריאות,09-8640400,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ה' יום ו'   8:00 - 12:30, 16:00 - 18:30  8:00 - 12:30  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מכון רנטגן  שירותי אופטומטריה
"לבון פנחס 18, נתניה, שכ' קרית נורדאו",מכבי שירותי בריאות,09-8924222,"Opening_hours   שעות פעילות  ימים א', ג', ה' יום ד'   8:00 - 12:00  16:00 - 18:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  שירותים סוציאליים
לביא,שירותי בריאות כללית,04-6799215,"Opening_hours ייפתח ביום ה' ב-7:00  שעות פעילות  ימים א', ב', ד', ה' יום ג' יום ו'   7:00 - 8:30, 12:00 - 13:30  7:00 - 8:30, 16:00 - 19:00  7:00 - 8:30, 11:00 - 12:00   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
"לבנה 2, נצרת עילית (נוף הגליל)",שירותי בריאות כללית,04-6085200,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה בדיקומט  נגישות לנכים
"לה גווארדיה 58, דרום תל אביב, יד אליהו",מכבי שירותי בריאות,03-6307222,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א', ג', ה' ימים ב', ד'   8:00 - 12:00  8:00 - 12:00, 16:00 - 18:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  שירותים סוציאליים
להב,שירותי בריאות כללית,08-9913491,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה  נגישות לנכים
להבות הבשן,שירותי בריאות כללית,04-6952134,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה
להבות חביבה,שירותי בריאות כללית,04-6141780,"Opening_hours   שעות פעילות  יום א' יום ב' יום ה'   7:00 - 10:30  6:30 - 10:30  7:00 - 13:00  חוה""מ:	 08:00 - 12:00
ערב חג:08:00 - 12:30  צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת  טיפול בתאונות עבודה שירותי ביקור בית
"להבים, מרכז מסחרי ישן",שירותי בריאות כללית,08-6681222,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה בית מרקחת
"להבים, רימון",מכבי שירותי בריאות,08-6510118,"Opening_hours   שעות פעילות  ימים א', ג' - ה' יום ב'   8:00 - 12:00, 16:00 - 18:00  8:00 - 12:00   צפה בשעות הפעילות", טיפת חלב שירות אחיות בדיקות מעבדה  שירותים סוציאליים
"להמן הרברט 19, קרית ים",שירותי בריאות כללית,04-8789300,"Opening_hours   שעות פעילות  ימים א', ה' ימים ב', ג' יום ד' יום ו'   7:30 - 18:30  7:30 - 15:30  7:30 - 12:00  8:00 - 12:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט בית מרקחת
"לוד, שכ' נווה שלום",שירותי בריאות כללית,08-9225027,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  נגישות לנכים
לוחמי הגטאות,שירותי בריאות כללית,04-9933600,"Opening_hours ייפתח ביום ה' ב-7:00  שעות פעילות  יום א' יום ב' יום ג' יום ד' יום ה' יום ו'   8:00 - 12:00, 16:00 - 20:00  7:00 - 14:00  9:00 - 12:00, 16:00 - 20:00  9:00 - 14:00  7:00 - 16:00  8:00 - 12:00  חוה""מ:	08:00 - 13:00
ערב חג:	08:00 - 12:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
"לוחמי הגטאות 2, קרית ביאליק",שירותי בריאות כללית,04-8776277,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ה' ימים ב', ג' ימים ד', ו'   8:00 - 12:30, 16:00 - 18:30  8:00 - 15:30  8:00 - 12:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"לוחמי הגטאות 27, עכו העתיקה",לאומית שירותי בריאות,04-9551155,"Opening_hours   שעות פעילות  ימים א', ה' יום ב' יום ג' יום ד' יום ו'   8:00 - 18:00  8:00 - 17:30  8:00 - 12:30, 14:00 - 18:00  7:00 - 15:00  8:00 - 11:00   צפה בשעות הפעילות", מכון רנטגן אולטרה סאונד
"לוי אשכול 4, פתח תקווה, נוה עוז",שירותי בריאות כללית,03-9281200,"Opening_hours ייפתח ביום ה' ב-7:30  שעות פעילות  יום א' יום ב' יום ג' ימים ד', ה' יום ו'   7:30 - 12:30, 16:00 - 18:30  8:00 - 12:30  16:00 - 18:30  7:30 - 12:30  8:00 - 12:00  
חוה""מ:	 08:00 - 12:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  נגישות לנכים
"לוינסקי 75, דרום תל אביב",מאוחדת,03-6873133,"Opening_hours   שעות פעילות  ימים א', ג' - ה' יום ב' יום ו'   8:00 - 12:00  8:00 - 12:00, 16:00 - 19:00  8:00 - 11:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה
"ליכטנשטיין 2, ירושלים",מכבי שירותי בריאות,02-6501557,"Opening_hours   שעות פעילות  ימים א', ג', ה' יום ב' יום ד'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 14:00   צפה בשעות הפעילות", בדיקות מעבדה
"לילינבלום 13, נתניה",לאומית שירותי בריאות,09-8896600,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ה' יום ו' יום שבת   7:30 - 12:30, 16:00 - 18:30  7:30 - 12:30  8:00 - 12:00  19:30 - 22:30מרפאת לילה    צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מכון להתפתחות הילד שירותי רפואה דחופה   עוד פרטים
"לילינבלום 60, גדרה",שירותי בריאות כללית,08-8637200,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה בית מרקחת  שירות מעקב היריון נגישות לנכים
לימן,שירותי בריאות כללית,04-9824236,"Opening_hours   שעות פעילות  יום א' יום ג' ימים ד', ו' יום ה'   13:00 - 17:00  7:00 - 12:00  7:30 - 11:30  7:30 - 9:30  חוה""מ:	08:00 - 13:00
ערב חג:	08:00 - 12:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
